,date,restaurant_id,*,**,***
12099,17-09-2010,rJoQ59oV,7,2,0
1072,17-09-2010,rJoQQvoV,0,0,0
16036,20-09-2010,8KoAMQo6,5,0,2
9156,20-09-2010,B1oXWY3V,0,0,0
33022,20-09-2010,JBEyrV38,3,0,0
7305,20-09-2010,JGoNea3L,3,0,0
4404,20-09-2010,KAoKWjog,3,0,0
1718,20-09-2010,VpoGxROr,2,0,1
32894,20-09-2010,XJ3rPYOR,3,0,3
16944,20-09-2010,XJ3rdWOR,4,0,3
5954,20-09-2010,eVOBreOj,2,0,0
5438,20-09-2010,ekE48ZE2,0,0,0
24280,20-09-2010,njoZGAOr,5,1,1
11807,20-09-2010,nkOvVMOB,3,0,0
924,20-09-2010,rNo6Qa36,3,1,0
19407,20-09-2010,wmo7d2Oq,3,0,3
20326,20-09-2010,xWoYRrOK,18,2,12
23342,20-09-2010,ydEjRdEW,2,0,1
3524,21-09-2010,0j3LwLEr,11,0,1
6793,21-09-2010,6Wo2XwE9,11,1,3
23323,21-09-2010,6Wo2vGo9,4,0,0
26259,21-09-2010,8x3zBZ3k,8,1,1
17030,21-09-2010,8x3zx7Ok,4,0,0
25349,21-09-2010,8xExP9E0,3,1,0
23665,21-09-2010,B1oXWb3V,1,0,0
18808,21-09-2010,B1oXXboV,8,2,0
6845,21-09-2010,JBEyV38X,1,1,1
29409,21-09-2010,Pk3wpwod,0,0,0
13175,21-09-2010,V430q1oB,5,1,0
30606,21-09-2010,WeEeWdoa,2,0,2
26196,21-09-2010,WeEek6oa,5,0,0
3937,21-09-2010,p038YGom,7,0,3
7921,21-09-2010,wmo7pGOq,0,0,0
32223,22-09-2010,1JEbLYoR,3,1,1
17582,22-09-2010,6VOpnd3L,2,1,0
24661,22-09-2010,ZBEnQaOY,1,0,0
2569,22-09-2010,dj3d0r39,14,1,3
3354,22-09-2010,geEVRzEz,0,0,0
3493,22-09-2010,qN3gGM3A,4,2,4
3841,22-09-2010,wmo7yPEq,0,0,2
10120,22-09-2010,xWoYqvoK,0,0,0
17897,23-09-2010,1m3ML9EB,6,0,0
19277,23-09-2010,6VOp2B3L,4,0,1
11099,23-09-2010,7RO5yrOq,0,0,0
18387,23-09-2010,8gOqKD32,0,0,0
11174,23-09-2010,8xExKWO0,0,0,0
7363,23-09-2010,8xExYe30,4,0,1
3610,23-09-2010,JBEy91E8,3,0,0
4835,23-09-2010,Pk3wVVEd,2,0,0
30576,23-09-2010,VpoGM7Er,2,0,5
20148,23-09-2010,eVOBJkOj,6,1,1
17321,23-09-2010,rNo6n6o6,3,0,0
13917,23-09-2010,v5oJwbOB,2,1,0
783,24-09-2010,0ZEDbxoD,12,2,2
29250,24-09-2010,6VOpwdoL,9,0,2
19659,24-09-2010,7RO5gn3q,7,1,0
3544,24-09-2010,8gOqke32,2,0,0
23137,24-09-2010,NbE1bk3J,5,1,1
887,24-09-2010,V430g1EB,5,0,2
3385,24-09-2010,eVOBykoj,3,0,3
3332,24-09-2010,geEVxVoz,2,0,0
32409,24-09-2010,m0oWRQ3G,0,0,0
11612,24-09-2010,nkOvJ8OB,3,1,0
30003,24-09-2010,qN3gzgEA,7,1,1
28285,24-09-2010,xWoYWMEK,1,1,0
16439,27-09-2010,1m3ML6EB,4,1,0
9305,27-09-2010,6K3lGgEz,11,2,3
2861,27-09-2010,Pk3wBaEd,0,0,0
16057,27-09-2010,dj3dKKE9,6,0,0
26486,27-09-2010,eVOBqJoj,0,0,0
33793,27-09-2010,p0386AOm,1,0,0
5912,27-09-2010,p038YGom,7,0,3
29622,27-09-2010,we39xNEk,1,0,0
3945,28-09-2010,0j3LwLEr,5,0,1
960,28-09-2010,1m3MkLOB,3,0,0
28863,28-09-2010,8KoAB4O6,3,0,2
17247,28-09-2010,8gOqY0O2,0,0,0
28457,28-09-2010,8x3z7Rok,5,0,0
7931,28-09-2010,B1oXk63V,8,1,0
11874,28-09-2010,JBEyJ038,0,0,0
20176,28-09-2010,Pk3wVaEd,6,1,1
30531,28-09-2010,WeEe8aOa,2,0,0
2792,28-09-2010,eVOB21Oj,4,2,1
18195,28-09-2010,geEVwJ3z,4,0,3
17593,28-09-2010,njoZeJ3r,0,0,0
2765,28-09-2010,p038m8om,5,1,2
3055,28-09-2010,we39yD3k,0,0,0
23960,28-09-2010,wmo7R93q,4,1,0
17044,28-09-2010,ydEjM1OW,7,0,0
18008,29-09-2010,1m3MlLEB,3,0,0
6002,29-09-2010,6VOpnd3L,2,1,0
18462,29-09-2010,7RO5bAEq,8,1,1
7875,29-09-2010,7RO5vjEq,10,2,1
20476,29-09-2010,8gOqGA32,3,0,0
24750,29-09-2010,8x3zx7Ok,4,0,0
11792,29-09-2010,8xExay30,1,0,0
23420,29-09-2010,JBEyV38X,1,1,1
17227,29-09-2010,JGoN2WoL,6,0,0
29290,29-09-2010,JGoNxaEL,5,1,1
3079,29-09-2010,NbE1V83J,11,0,1
27964,29-09-2010,V430Xb3B,5,2,1
30212,29-09-2010,WeEe9VEa,0,0,1
13170,29-09-2010,WeEevd3a,4,1,1
24597,29-09-2010,m0oWPQOG,0,0,0
25680,29-09-2010,m0oWrz3G,5,0,2
1333,29-09-2010,qN3gAYOA,3,1,0
27861,29-09-2010,rNo6yJ36,3,0,1
7285,29-09-2010,wmo749Oq,0,0,0
23249,29-09-2010,wmo7X9Oq,5,0,1
5699,29-09-2010,wmo7nP3q,5,0,0
11171,29-09-2010,wmo7yPEq,0,0,2
24315,29-09-2010,xWoY093K,4,1,0
29650,30-09-2010,1m3ML9EB,6,0,0
4233,30-09-2010,6K3lp93z,3,1,0
32615,30-09-2010,6Wo2a639,3,0,0
17984,30-09-2010,8KoAL536,0,0,0
13093,30-09-2010,B1oX0moV,0,0,0
395,30-09-2010,JGoNLyEL,9,1,1
19287,30-09-2010,JGoNk8OL,2,0,0
22177,30-09-2010,Pk3wVVEd,2,0,0
32446,30-09-2010,VpoG8vOr,5,0,2
32605,30-09-2010,VpoGM7Er,2,0,5
2827,30-09-2010,Y1EmdlOw,2,0,0
17108,30-09-2010,ZBEnB2EY,1,0,0
4876,30-09-2010,eVOBJkOj,5,1,1
26872,30-09-2010,njoZVDor,8,0,0
1418,30-09-2010,njoZqX3r,0,0,0
2913,30-09-2010,nkOv9woB,3,0,0
15380,30-09-2010,qN3gK03A,4,0,1
8220,30-09-2010,qN3gx0oA,2,0,1
3188,30-09-2010,v5oJWyOB,8,0,1
8132,30-09-2010,we397lOk,3,0,0
434,30-09-2010,xWoYQgoK,8,0,1
4384,30-09-2010,ydEjV9EW,9,0,0
12868,01-10-2010,0j3L0L3r,4,0,0
5362,01-10-2010,7RO5mnOq,1,0,2
26248,01-10-2010,8KoAGYE6,1,0,0
2830,01-10-2010,8gOqke32,2,0,0
497,01-10-2010,8x3zQZEk,6,1,0
3813,01-10-2010,8xExay30,1,0,0
9518,01-10-2010,9JoPAZO8,4,1,0
6371,01-10-2010,JBEy91E8,3,0,0
14511,01-10-2010,Pk3wr9Ed,5,0,0
12392,01-10-2010,eVOB21Oj,0,1,1
26740,01-10-2010,geEVxVoz,2,0,0
22883,01-10-2010,nkOvJ8OB,3,1,0
25602,01-10-2010,p038beOm,0,0,0
2689,01-10-2010,qN3gzgEA,7,1,1
5878,01-10-2010,rJoQ59oV,7,2,0
27430,01-10-2010,wmo7JR3q,6,0,2
19758,04-10-2010,1m3ML6EB,4,1,0
13301,04-10-2010,1m3MWnOB,6,1,2
18917,04-10-2010,6K3lGgEz,11,2,3
8212,04-10-2010,6K3lV8Oz,2,0,0
25583,04-10-2010,7RO5DXoq,1,0,0
6704,04-10-2010,8gOqxro2,5,0,0
25334,04-10-2010,8x3zP9Ok,4,0,0
26352,04-10-2010,8x3zdNOk,1,0,1
31369,04-10-2010,B1oXk63V,8,1,0
5204,04-10-2010,JBEybN38,4,0,0
13487,04-10-2010,JBEyk0o8,3,1,0
29613,04-10-2010,JBEyp1O8,5,0,0
24853,04-10-2010,JGoNNaoL,3,0,0
29937,04-10-2010,VpoGxROr,2,0,1
25472,04-10-2010,dj3dKKE9,6,0,0
8093,04-10-2010,m0oW8gOG,5,1,0
29510,04-10-2010,njoZ0YEr,2,0,0
30624,04-10-2010,njoZGAOr,5,1,1
22557,04-10-2010,we398ZEk,4,0,0
22390,04-10-2010,ydEjM1OW,7,0,0
5148,05-10-2010,1JEbpMoR,3,1,0
21533,05-10-2010,1m3MnoBP,6,1,1
20591,05-10-2010,6K3l8K3z,5,1,0
32304,05-10-2010,6K3le8oz,3,0,0
15706,05-10-2010,6Wo2xYE9,0,0,0
1396,05-10-2010,8gOqM0O2,1,0,2
11856,05-10-2010,8x3zBZ3k,8,1,1
1500,05-10-2010,8x3zNb3k,8,0,0
23061,05-10-2010,9JoPW538,0,0,0
26808,05-10-2010,B1oXXboV,8,2,0
17011,05-10-2010,JGoN4YEL,0,0,0
4049,05-10-2010,KAoKKpog,4,0,0
26129,05-10-2010,NbE1yJEJ,6,0,2
18112,05-10-2010,VpoGgdor,7,1,2
27838,05-10-2010,WeEeWdoa,2,0,2
8583,05-10-2010,dj3dwaE9,2,0,0
14300,05-10-2010,geEV7V3z,8,0,0
14952,05-10-2010,njoZJAor,0,0,0
10637,05-10-2010,njoZjQor,1,0,0
23331,05-10-2010,nkOvn7OB,3,0,0
19126,05-10-2010,rNo60E6x,2,0,0
10271,05-10-2010,rNo6Qa36,2,2,1
26869,05-10-2010,we39eD3k,2,1,0
24262,05-10-2010,wmo7R93q,4,1,0
31755,05-10-2010,xWoYraOK,3,0,0
13218,06-10-2010,1m3MlLEB,3,0,0
6826,06-10-2010,6Wo2a639,3,0,0
14972,06-10-2010,8x3z2Z3k,9,0,2
20739,06-10-2010,8xEx44E0,4,0,1
1043,06-10-2010,JGoNxaEL,5,1,1
33789,06-10-2010,Pk3wmwOd,11,1,0
33766,06-10-2010,V430Xb3B,4,2,0
22925,06-10-2010,WeEe9VEa,0,0,1
17958,06-10-2010,Y1EmeWEw,2,0,0
8857,06-10-2010,Y1EmrJ3w,0,0,0
25739,06-10-2010,Y1Emx7Ow,0,0,0
111,06-10-2010,dj3d0r39,14,1,3
11055,06-10-2010,njoZaA3r,0,0,0
3747,06-10-2010,njoZbvor,6,0,0
31194,06-10-2010,rNo6aa36,2,0,0
14096,06-10-2010,wmo77Roq,6,0,0
33064,06-10-2010,xWoY093K,4,1,0
25714,06-10-2010,xWoY7dEK,2,0,0
11038,06-10-2010,xWoYRrOK,18,2,12
30868,07-10-2010,0j3L0L3r,4,0,0
21780,07-10-2010,6K3lGgEz,5,0,1
24482,07-10-2010,6K3lPk3z,2,0,0
13526,07-10-2010,6K3lvqOz,0,0,0
23765,07-10-2010,6Wo2AN39,0,0,0
17286,07-10-2010,9JoPQZO8,1,0,0
7955,07-10-2010,JGoNLyEL,9,1,1
21155,07-10-2010,NbE1V83J,11,0,1
80,07-10-2010,NbE1jm3J,4,1,1
1056,07-10-2010,V430G4EB,0,0,0
20384,07-10-2010,VpoG8vOr,5,0,2
3793,07-10-2010,WeEexWOa,0,0,0
2937,07-10-2010,Y1Em5WEw,18,2,5
11277,07-10-2010,dj3dGjE9,5,0,3
29102,07-10-2010,eVOBWeEj,7,2,4
12406,07-10-2010,lnOR16oN,3,0,0
20208,07-10-2010,lnORDD3N,14,1,3
33134,07-10-2010,lnORVON8,1,1,0
27252,07-10-2010,lnORaqoN,9,1,2
8707,07-10-2010,m0oWNg3G,0,0,1
20695,07-10-2010,njoZVDor,8,0,0
6962,07-10-2010,qN3gK03A,4,0,1
5798,07-10-2010,qN3gx0oA,2,0,1
20614,07-10-2010,v5oJWyOB,8,0,1
24168,07-10-2010,v5oJddEB,4,0,0
33473,07-10-2010,we397lOk,3,0,0
24809,07-10-2010,wmo77Roq,6,0,0
33033,07-10-2010,xWoYwKEK,2,0,0
20658,08-10-2010,0ZEDbxoD,12,2,2
24511,08-10-2010,6VOpwdoL,9,0,2
17250,08-10-2010,7RO5mnOq,1,0,2
26504,08-10-2010,8x3zQZEk,6,1,0
17043,08-10-2010,JGoNk8OL,2,0,0
3575,08-10-2010,Pk3wr9Ed,5,0,0
28273,08-10-2010,ZBEnQaOY,1,0,0
25122,08-10-2010,eVOB21Oj,0,1,0
30056,08-10-2010,lnORw6EN,0,0,0
30412,08-10-2010,wmo7X9Oq,5,0,1
17689,12-10-2010,1m3MWnOB,6,1,2
8405,12-10-2010,1m3MnoBP,6,1,1
3664,12-10-2010,1m3Mw6OB,0,0,0
12766,12-10-2010,8KoAB4O6,3,0,2
31097,12-10-2010,JBEyk0o8,3,1,1
2034,12-10-2010,Pk3w9DOd,6,0,0
25428,12-10-2010,VpoGgdor,7,1,2
3894,12-10-2010,geEVGZ3z,0,0,0
5333,12-10-2010,geEVpVoz,6,0,0
19983,12-10-2010,geEVwJ3z,4,0,0
9699,12-10-2010,m0oWrz3G,5,0,2
29051,12-10-2010,we39eD3k,2,1,0
25053,12-10-2010,wmo7JR3q,6,0,2
31737,12-10-2010,wmo7lROq,0,0,0
3991,12-10-2010,xWoYraOK,3,0,0
7580,13-10-2010,6K3l8K3z,5,1,0
12690,13-10-2010,6Wo2XwE9,11,1,3
5630,13-10-2010,7RO5bAEq,8,1,1
1027,13-10-2010,8KoAZaO6,0,0,0
25940,13-10-2010,8gOqrDE2,9,1,3
3242,13-10-2010,8x3z2Z3k,9,0,2
15836,13-10-2010,8x3zNb3k,8,0,0
18199,13-10-2010,8x3zdNOk,0,0,0
33705,13-10-2010,9JoP47o8,3,0,0
16859,13-10-2010,9JoPPpo8,2,0,1
27458,13-10-2010,B1oXXboV,4,1,0
20459,13-10-2010,VpoGgdor,0,0,0
29621,13-10-2010,WeEevd3a,4,1,1
10350,13-10-2010,WwOalJoB,5,0,2
28143,13-10-2010,njoZ0YEr,2,0,0
16537,13-10-2010,njoZbvor,6,0,0
27440,13-10-2010,p038m8om,5,1,2
22072,13-10-2010,xWoY9KoK,1,0,0
16988,13-10-2010,ydEjRdEW,2,0,1
10539,14-10-2010,1JEbqeOR,6,0,1
32449,14-10-2010,1m3MVYoB,2,0,0
32665,14-10-2010,6K3lGgEz,4,0,0
7308,14-10-2010,6K3lPk3z,2,0,0
19871,14-10-2010,8x3zP9Ok,4,0,0
18129,14-10-2010,8x3zgZok,0,0,0
6008,14-10-2010,KAoKnZ3g,3,1,1
23681,14-10-2010,N6OkLgEx,0,0,0
263,14-10-2010,geEVz5Ez,2,0,2
3540,14-10-2010,m0oWNg3G,0,0,1
32043,14-10-2010,p038BDOm,2,0,0
11948,14-10-2010,rJoQRlOV,2,0,0
9231,14-10-2010,we398ZEk,4,0,0
17501,14-10-2010,we398lEk,2,2,0
32720,14-10-2010,we39mA3k,5,1,2
30765,15-10-2010,0ZEDrGoD,5,1,2
29491,15-10-2010,0ZEDwlOD,0,0,0
305,15-10-2010,6K3lp93z,3,1,0
24459,15-10-2010,8gOqM0O2,1,0,2
26219,15-10-2010,8xExNno0,3,1,0
31684,15-10-2010,B1oXeYOV,14,1,1
3109,15-10-2010,JBEyp1O8,5,0,0
4948,15-10-2010,NbE1yJEJ,6,0,2
882,15-10-2010,Pk3w9DOd,6,0,0
19580,15-10-2010,WwOazzEB,6,0,2
31731,15-10-2010,nkOv8V3B,3,0,0
17676,15-10-2010,v5oJk7OB,0,0,0
33857,15-10-2010,we39193k,0,0,0
25278,15-10-2010,we397lOk,2,0,0
3344,15-10-2010,xWoYwKEK,2,0,0
33148,18-10-2010,6VOpqqEL,2,0,0
19977,18-10-2010,8gOqxro2,5,0,0
5727,18-10-2010,B1oXxQoV,3,0,0
33108,18-10-2010,JGoN2WoL,6,0,0
26041,18-10-2010,NbE1YaEJ,4,1,0
5361,18-10-2010,WwOalJoB,5,0,2
27515,18-10-2010,XJ3r9RER,0,0,1
15324,18-10-2010,Y1EmRn3w,4,1,3
23054,18-10-2010,dj3dqNo9,4,2,2
28185,18-10-2010,eVOBWeEj,7,2,4
4352,18-10-2010,ekE4JLo2,1,1,1
14753,18-10-2010,geEVpVoz,6,0,0
9088,18-10-2010,m0oW8gOG,5,1,0
30679,18-10-2010,p038eGom,3,0,0
3564,18-10-2010,rNo6Qa36,2,2,1
25774,18-10-2010,ydEjbBEW,3,0,6
22495,19-10-2010,1JEb4JoR,1,0,0
7141,19-10-2010,8gOqpro2,2,0,1
26383,19-10-2010,9JoP8jo8,4,1,0
19700,19-10-2010,JBEyk0o8,0,0,1
5543,19-10-2010,JGoN9b3L,3,0,1
1790,19-10-2010,NbE14yOJ,2,0,0
21759,19-10-2010,NbE1lzOJ,0,0,0
23181,19-10-2010,Pk3wkV3d,2,0,0
1066,19-10-2010,WwOaMdOB,0,0,0
26876,19-10-2010,lnORVON8,1,1,0
29529,19-10-2010,m0oWjJ3G,3,1,0
21679,19-10-2010,nkOvn7OB,3,0,0
26182,19-10-2010,qN3gJ2EA,7,1,1
10006,19-10-2010,qN3gK03A,4,0,1
25607,19-10-2010,we3905Ek,0,0,0
27236,19-10-2010,we39eD3k,1,0,0
9420,19-10-2010,wmo74GOq,2,0,0
23161,19-10-2010,wmo7Nv3q,5,1,1
6091,20-10-2010,6K3lkeEz,1,0,0
14294,20-10-2010,6Wo2d8E9,2,0,0
14786,20-10-2010,8x3zZz3k,2,0,3
22225,20-10-2010,9JoPXeo8,6,1,5
4516,20-10-2010,B1oX4moV,0,0,6
8343,20-10-2010,WeEeAWEa,0,0,0
33063,20-10-2010,WeEeKaoa,10,1,1
26562,20-10-2010,ekE4WLO2,6,0,2
15688,20-10-2010,geEV7V3z,8,0,0
26752,20-10-2010,rNo6XJE6,1,0,0
17718,21-10-2010,1JEbGQ3R,4,0,0
13646,21-10-2010,1JEbqeOR,6,0,1
6453,21-10-2010,1m3M4yEB,4,0,0
1277,21-10-2010,1m3MVYoB,2,0,0
27045,21-10-2010,6K3lV9Oz,0,0,0
19214,21-10-2010,8xExn7o0,9,1,4
8934,21-10-2010,9JoPXeo8,6,1,5
24409,21-10-2010,JBEybN38,0,0,0
21709,21-10-2010,JGoNa83L,1,0,0
11869,21-10-2010,KAoKB3gm,7,1,2
10491,21-10-2010,NbE1jm3J,4,1,1
28924,21-10-2010,Pk3we2Od,0,0,0
18597,21-10-2010,WeEedMOa,4,0,1
32448,21-10-2010,WwOaLVoB,4,0,0
14689,21-10-2010,XJ3r9RER,0,0,1
26759,21-10-2010,Y1Em5WEw,18,2,5
21232,21-10-2010,dj3dGjE9,5,0,3
23132,21-10-2010,ekE4Qz32,4,0,0
33273,21-10-2010,ekE4bro2,0,0,1
29874,21-10-2010,geEVLzoz,6,0,1
6293,21-10-2010,geEVz5Ez,2,0,2
23053,21-10-2010,lnORDD3N,12,1,3
12139,21-10-2010,m0oWxROG,5,0,7
28344,21-10-2010,njoZbvor,1,0,0
4168,21-10-2010,v5oJddEB,4,0,0
15063,21-10-2010,we398lEk,2,2,0
13970,21-10-2010,we39mA3k,5,1,2
4091,21-10-2010,ydEjXDoW,6,0,4
1479,21-10-2010,ydEjp9oW,3,0,0
5535,22-10-2010,0ZEDrGoD,5,1,2
6177,22-10-2010,6VOp4BOL,4,1,4
32725,22-10-2010,6VOpkmoL,2,0,0
11983,22-10-2010,7RO5vjEq,10,2,1
18926,22-10-2010,8x3zyzEk,3,0,0
28781,22-10-2010,B1oX7l3V,1,0,0
10912,22-10-2010,B1oXeYOV,8,0,0
15162,22-10-2010,KAoK7Bog,2,0,0
20606,22-10-2010,N6Ok6Wox,0,0,0
6459,22-10-2010,Pk3w9DOd,6,0,0
18801,22-10-2010,Pk3wmwOd,11,1,0
13951,22-10-2010,WwOaZpEB,4,0,0
31600,22-10-2010,WwOazzEB,6,0,2
19338,22-10-2010,dj3dmKo9,1,0,0
22882,22-10-2010,ekE4Qz32,4,0,0
13017,22-10-2010,wmo7rR3q,2,0,0
2618,25-10-2010,6Wo2AN39,0,0,0
6855,25-10-2010,8KoAeo6Z,4,0,0
22854,25-10-2010,8x3zYLEk,3,0,0
13251,25-10-2010,B1oX4boV,1,0,1
16330,25-10-2010,B1oXxQoV,0,0,0
9513,25-10-2010,JBEy0aO8,0,0,0
14222,25-10-2010,JGoNjgoL,7,1,2
30133,25-10-2010,KAoKnZ3g,3,1,1
15700,25-10-2010,KAoKyPEg,6,0,1
29237,25-10-2010,NbE1Bk3J,4,0,1
18948,25-10-2010,WeEeZe3a,0,0,0
22116,25-10-2010,Y1EmRn3w,4,1,3
2651,25-10-2010,ZBEnaqOY,4,0,3
24443,25-10-2010,ekE4JLo2,1,1,1
2843,25-10-2010,geEVDeoz,0,0,0
8224,25-10-2010,lnORJLON,12,2,6
1508,25-10-2010,m0oWjJ3G,3,1,0
20002,25-10-2010,p038eGom,3,0,0
28048,25-10-2010,xWoYdG3K,3,0,0
10333,26-10-2010,0j3LGMEr,2,0,0
2042,26-10-2010,1JEbpMoR,3,1,0
2255,26-10-2010,6K3lV8Oz,2,0,0
13523,26-10-2010,6K3lwvEz,1,0,0
35,26-10-2010,7RO5WN3q,0,0,0
33333,26-10-2010,8x3zRN3k,3,0,0
26415,26-10-2010,8x3zgYok,8,1,2
22293,26-10-2010,8xEx44E0,5,0,1
31949,26-10-2010,9JoP8jo8,4,1,0
18630,26-10-2010,NbE1ZJ3J,9,1,2
7062,26-10-2010,WwOaww3B,0,0,0
2337,26-10-2010,Y1Em1GEw,2,0,0
17092,26-10-2010,nkOvRxOB,3,0,2
5460,26-10-2010,rNo6KgO6,5,0,1
26589,26-10-2010,v5oJ2JoB,0,0,0
25488,26-10-2010,we39LrEk,7,1,1
22153,26-10-2010,wmo7Kvoq,1,0,1
31074,26-10-2010,wmo7W2oq,1,0,0
26527,26-10-2010,xWoYlA3K,1,0,0
31640,27-10-2010,0ZED8pED,3,0,0
10877,27-10-2010,0ZEDZ4oD,1,0,1
18125,27-10-2010,1JEb1ORY,3,0,0
19855,27-10-2010,6K3ly6oz,7,0,0
21717,27-10-2010,8KoAeo6Z,4,0,0
29428,27-10-2010,8gOqrDE2,9,1,3
5332,27-10-2010,9JoPMdO8,12,2,1
15409,27-10-2010,9JoPPpo8,2,0,1
22124,27-10-2010,JGoN9b3L,3,0,1
14237,27-10-2010,Pk3wZ5Ed,6,0,1
32740,27-10-2010,VpoGPPOr,9,2,2
20021,27-10-2010,WwOakY3B,2,0,2
13625,27-10-2010,XJ3rj83R,0,0,0
25646,27-10-2010,ekE4WLO2,6,0,2
2934,27-10-2010,geEVyeOz,1,0,0
9473,27-10-2010,lnOR2aON,2,0,0
23710,27-10-2010,nkOvvaOB,0,0,1
23507,27-10-2010,p038NGOm,6,0,0
3970,27-10-2010,qN3gJ2EA,7,1,1
20626,27-10-2010,wmo7DbOq,3,0,0
22830,27-10-2010,wmo7Nv3q,5,1,1
3622,27-10-2010,ydEj99OW,1,0,0
4627,28-10-2010,1m3M69oB,0,0,0
12812,28-10-2010,6K3lJeOz,3,0,0
2008,28-10-2010,6K3lz9Oz,0,0,0
27175,28-10-2010,6VOpAQEL,2,0,0
3479,28-10-2010,8gOqpro2,2,0,3
6244,28-10-2010,8xExn7o0,12,1,4
31466,28-10-2010,B1oXMDOV,0,0,0
25129,28-10-2010,B1oXV6EV,4,1,1
5665,28-10-2010,JGoNP6EL,3,0,0
11515,28-10-2010,N6OkkGOx,8,1,0
32993,28-10-2010,Pk3ww93d,4,0,0
9081,28-10-2010,V430WbEB,3,0,0
28216,28-10-2010,VpoGBA3r,5,0,1
11903,28-10-2010,WeEedMOa,4,0,1
23357,28-10-2010,ZBEnaqOY,4,0,3
5825,28-10-2010,eVOBKkEj,6,0,1
21178,28-10-2010,njoZGbOr,0,0,0
5038,28-10-2010,nkOvZZOB,6,0,0
11256,28-10-2010,p038BDOm,2,0,0
20554,28-10-2010,xWoYy9oK,0,0,0
8839,28-10-2010,ydEjXDoW,6,0,4
16877,28-10-2010,ydEjp9oW,3,0,0
561,29-10-2010,1JEbGQ3R,4,0,0
22068,29-10-2010,6K3lDk3z,1,1,3
24170,29-10-2010,6VOpbq3L,0,0,0
26052,29-10-2010,8xEx930k,9,1,5
7158,29-10-2010,8xExNno0,3,1,0
22890,29-10-2010,8xExj9o0,7,0,4
27071,29-10-2010,WwOaww3B,0,0,0
27246,29-10-2010,Y1EmanEw,0,0,0
25741,29-10-2010,ZBEnB2EY,1,0,0
28500,29-10-2010,dj3dBLO9,2,1,0
18798,29-10-2010,geEV7v3z,7,1,0
5227,29-10-2010,geEVLzoz,6,0,1
5925,29-10-2010,geEVjvEz,3,0,0
9546,29-10-2010,geEVz5Ez,1,0,0
29192,29-10-2010,m0oWJl3G,6,0,1
4413,29-10-2010,m0oWgloG,9,1,0
13883,29-10-2010,njoZ7yOr,5,1,0
15221,29-10-2010,p0381vom,5,0,0
2108,29-10-2010,rJoQj0OV,1,0,0
19238,29-10-2010,ydEjbBEW,3,0,6
13935,01-11-2010,0j3Laor6,6,0,0
28979,01-11-2010,1JEbXYoR,4,0,0
8261,01-11-2010,8KoAN6O6,2,0,0
17629,01-11-2010,8gOqDo2L,1,0,1
9223,01-11-2010,8xEx930k,9,1,5
29817,01-11-2010,9JoPMdO8,12,2,1
14589,01-11-2010,B1oXz1EV,5,0,0
17541,01-11-2010,B1oXzNEV,1,0,0
5423,01-11-2010,JBEy6m38,2,0,1
5350,01-11-2010,JGoNjgoL,7,1,2
14232,01-11-2010,KAoKjd3g,5,1,4
12031,01-11-2010,KAoKrB3g,5,0,1
14862,01-11-2010,KAoKyPEg,6,0,1
6554,01-11-2010,Pk3wZ5Ed,6,0,1
24911,01-11-2010,dj3dGgE9,2,0,0
15828,01-11-2010,ekE4rKo2,8,1,0
4739,01-11-2010,lnORNnON,3,0,2
31204,01-11-2010,njoZLBEr,2,0,0
17507,01-11-2010,qN3gpYoA,6,1,2
3735,01-11-2010,wmo7BG3q,3,0,0
9093,01-11-2010,xWoY6vOK,2,0,0
5094,02-11-2010,0ZED4ED9,2,0,1
27358,02-11-2010,0ZEDPkED,9,1,1
32561,02-11-2010,0j3L0L3r,1,1,0
31179,02-11-2010,6Wo2bYo9,0,0,0
26238,02-11-2010,8xEx44E0,4,0,0
26768,02-11-2010,8xExZeo0,0,0,1
6626,02-11-2010,B1oX4boV,1,0,1
16534,02-11-2010,JGoN8dEL,1,0,0
11617,02-11-2010,KAoKnZ3g,1,0,1
32149,02-11-2010,KAoKw9og,0,0,0
27658,02-11-2010,KAoKz83g,0,1,0
7714,02-11-2010,NbE1YaEJ,4,1,0
6323,02-11-2010,NbE1ZJ3J,9,1,2
19850,02-11-2010,V4305oBp,0,0,0
32876,02-11-2010,WeEeeVEa,1,0,0
9062,02-11-2010,Y1Em1GEw,2,0,0
26923,02-11-2010,dj3d7aE9,5,1,1
29498,02-11-2010,dj3dwXE9,3,1,0
7726,02-11-2010,eVOBAJoj,0,0,0
16447,02-11-2010,ekE42No2,2,0,0
33183,02-11-2010,ekE4Rjo2,3,2,0
27559,02-11-2010,ekE4grO2,2,0,1
20489,02-11-2010,njoZD1Er,2,1,0
17875,02-11-2010,nkOvRxOB,3,0,2
2722,02-11-2010,nkOveLoB,3,0,0
6159,02-11-2010,rNo6Zqo6,5,2,1
11918,02-11-2010,v5oJjyoB,11,1,3
1291,02-11-2010,we39LrEk,2,0,1
20982,02-11-2010,xWoYdG3K,3,0,0
9463,02-11-2010,xWoYlA3K,1,0,0
20820,03-11-2010,0j3LyLor,12,1,10
209,03-11-2010,1JEb0MoR,7,1,2
20111,03-11-2010,1JEb1ORY,3,0,0
33694,03-11-2010,1m3MnDoB,1,0,0
23271,03-11-2010,7RO5RBEq,0,0,0
12782,03-11-2010,B1oXAYOV,6,1,0
461,03-11-2010,B1oXQmOV,3,0,0
12476,03-11-2010,B1oXR1EV,3,0,0
